id,node0_id,node1_id,name,alias,type,diameter,length,roughness,rin,rout,pimin,pomax
72254,69358,67931,IN-0197^GS-4657,,pipeline,300,1.5429999828338623,0.006000000052154064,,,,
72255,67932,67933,GS-4600^IN-0195,,pipeline,200,0.30799999833106995,0.006000000052154064,,,,
72256,67933,67994,IN-0195^IN-0194,,pipeline,200,1.4809999465942383,0.006000000052154064,,,,
72257,67933,67995,IN-0195^GS-4280,,pipeline,200,0.7730000019073486,0.006000000052154064,,,,
72258,67935,67945,VA_MGL_46_02,,valve,1200,,,,,,
72259,67935,67938,VA_MGL_46_09,,valve,1200,,,,,,
72260,68087,67935,VA_MGL_46_10,,valve,1200,,,,,,
72261,67937,67935,VA_MGL_46_06,,valve,1200,,,,,,
72262,67944,67935,VA_MGL_46_04,,valve,1200,,,,,,
72263,67939,67935,CS_MGL_46A,,compressor,1200,,,0,0,1,100
72264,67936,67940,IC_CV_023,,control valve,1000,,,0,0,1,100
72265,69717,67936,GS-0064^IN-1910,,pipeline,1000,0.020999999716877937,0.006000000052154064,,,,
72266,67944,67937,IN-0213^IN-0212,,pipeline,1000,0.1720000058412552,0.006000000052154064,,,,
72267,68088,67937,CV_MGL_46_05,,control valve,1200,,,0,0,1,100
72268,68090,67938,VA_MGL_46_13,,valve,1200,,,,,,
72269,67939,67938,VA_MGL_46_07,,valve,1200,,,,,,
72270,68089,67938,VA_MGL_46_15,,valve,1200,,,,,,
72271,68087,67938,CS_MGL_46B,,compressor,1200,,,0,0,1,100
72272,67939,67945,VA_MGL_46_01,,valve,1200,,,,,,
72273,68087,67939,VA_MGL_46_08,,valve,1200,,,,,,
72274,67944,67939,VA_MGL_46_03,,valve,1200,,,,,,
72275,67944,67941,VA_OGE_15_19,,valve,1200,,,,,,
72276,67942,67952,IN-0884^IN-0885,,pipeline,900,13.562000274658203,0.006000000052154064,,,,
72277,67942,67953,IN-0884^IN-0808,,pipeline,900,5.639999866485596,0.006000000052154064,,,,
