id,name,alias,type,x,y,height
68701,N2100,N2100_DE80N,node other,4556547.195507364,3425335.0626398013,0
68702,GS-2374,DSO_0324,node other,4474769.614943,2938114.338643,0
68703,GS-4446,DSO_0365,node other,4473869.121094,2919979.48904,0
68704,GS-4677,IND_0078,node other,4472136.504675,2922146.949937,0
68705,IN-0255,,node other,4475277.341792,2931021.813495,0
68706,IN-0259,,node other,4473169.585777,2921107.451376,0
68707,IN-0112,,node other,4472792.97223,2921728.604832,0
68708,GS-4389,DSO_0599,node other,4398567.099622,3003764.461959,0
68709,IN-0257,,node other,4474865.474839,2948084.32516,0
68710,IN-1575,,node other,4475872.053563,2905683.12805,0
68711,IN-1345,,node other,4474864.467656,2947719.596728,0
68712,N0068,N0068_DE407,node other,4577512.069232669,3165420.3949780446,0
68713,N0002,N0002_DED43,node other,4565767.930577468,3089324.452310445,0
68714,IN-0256,,node other,4474969.575928,2947871.617027,0
68715,N0066,N0066_DE407,node other,4574915.738442169,3147821.8812135444,0
68716,N0070,N0070_DE407,node other,4575464.639792568,3178819.4503843444,0
68717,GS-2371,DSO_0490,node other,4460286.643802,2894995.874635,0
68718,N0001,N0001_DED2E,node other,4570455.005116168,3117245.5071367444,0
68719,IN-0514,,node other,4465294.823222,2904451.738802,0
68720,N0000,N0000_DED2E,node other,4572176.6626665685,3132039.920607845,0
68721,IN-0437,,node other,4464632.864526,2904473.218798,0
68722,IN-0113,,node other,4469084.044931,2911516.169129,0
68723,N8609,N8609_DE405,node other,4596071.9272426525,3301925.329113661,0
68724,N8613,N8613_DE40C,node other,4589000.0000118315,3258000.000008355,0
68725,IN-0457,,node other,4447352.465402,2861483.692419,0
68726,N8610,N8610_DE409,node other,4593108.180438207,3292252.0846926845,0
68727,GS-7285,DSO_0491,node other,4427560.856387,2868070.068396,0
68728,N8611,N8611_DE40I,node other,4588093.187527952,3331799.9294091607,0
68729,CS25_N03,,node other,4575599.999928005,3220999.999949226,0
68730,IN-0114,,node other,4447186.414027,2861533.416553,0
68731,N2301,N2301_DE80N,node other,4555112.43913734,3436275.1521064527,0
68732,IN-0440,,node other,4447737.370689,2864250.861545,0
68733,N7810,N7810_DE80N,node other,4554928.072593678,3438110.964777142,0
68734,IN-1346,,node other,4469404.761072,2911262.419611,0
68735,N8619,N8619_DE40I,node other,4583578.111196952,3347205.952164061,0
68736,CS00_N02,,node other,4557999.999842241,3442000.0000249217,0
68737,GS-0792,DSO_0186,node other,4521321.639059,2874483.093714,0
68738,IN-0234,,node other,4475937.887308,2905237.952343,0
68739,IN-1576,,node other,4491747.617698,2896916.580633,0
68740,GS-2899,DSO_0498,node other,4244636.464515,2997813.812601,0
68741,GS-3227,DSO_0151,node other,4241597.473087,2989708.868642,0
68742,IN-0118,,node other,4243113.044442,2977130.359347,0
68743,IN-0420,,node other,4249999.9999974165,2961799.9999981998,0
68744,IN-0421,,node other,4241862.291609,2962275.977592,0
68745,N0835,N0835_DE40I,node other,4583652.077678641,3332196.867579871,0
68746,N0833,N0833_DE405,node other,4587732.3684330415,3309979.817662071,0
68747,IN-0142,,node other,4213624.628329,2949357.903558,0
68748,N0060,N0060_DE406,node other,4569501.376499241,3229988.164851071,0
68749,IN-0120,,node other,4214300.795648,2958235.41658,0
68750,N0839,N0839_DE80J,node other,4571131.850258341,3395053.8306853706,0
68751,GS-2354,DSO_0165,node other,4213241.091646,2960866.634347,0
68752,N0845,N0845_DE80N,node other,4550834.3306124415,3438105.777231271,0
68753,GS-3221,DSO_0152,node other,4253982.30575,2980552.019701,0
68754,IN-1410,,node other,4219051.512995,3279123.740316,0
68755,IN-1406,,node other,4218843.03631,3278743.504795,0
68756,IN-1407,,node other,4218841.241885,3278611.981024,0
68757,IN-1411,,node other,4219122.42097,3279086.544913,0
68758,GS-2357,DSO_0509,node other,4222412.893519,2961273.387279,0
68759,IN-0117,,node other,4219047.852577,3278612.598559,0
68760,GS-4393,DSO_0146,node other,4443397.661088,2999290.817915,0
68761,N2102,N2102_DE80N,node other,4552131.210438741,3425040.3980105706,0
68762,GS-4401,DSO_0148,node other,4449990.16098,3005351.976952,0
68763,N2297,N2297_DE80N,node other,4551134.687660008,3433756.175420437,0
68764,IN-0193,,node other,4434458.681823,2989234.442283,0
68765,N2098,N2098_DE80N,node other,4551383.818354691,3431577.2310679704,0
68766,GS-4303,DSO_0559,node other,4436027.499836,2985769.251136,0
68767,IN-0508,,node other,4475946.998609,2931522.298297,0
68768,IN-0468,,node other,4482794.946069,2988427.080393,0
68769,GS-4581,IND_0217,node other,4479061.074233,2988934.494912,0
68770,GS-4534,DSO_0241,node other,4444719.042911,2983869.035258,0
68771,N0841,N0841_DE80N,node other,4553625.994606841,3411966.731895771,0
68772,IN-0220,,node other,4216329.099679,2960139.836328,0
68773,N2094,N2094_DE80N,node other,4550885.556965325,3435935.119772904,0
68774,N0843,N0843_DE80N,node other,4550636.426270641,3438114.0641253707,0
68775,CS-012A,FUEL_0015,node other,4216332.235856,2960422.749559,0
68776,N0064,N0064_DE40C,node other,4583256.897458741,3251176.2059714706,0
68777,IN-0218,,node other,4216270.35312,2960539.655214,0
68778,N0862,N0862_DE80N,node other,4554429.131906741,3442318.9984929706,0
68779,N0062,N0062_DE406,node other,4580190.661427241,3245404.7686427706,0
68780,IN-0143,,node other,4214033.761889,2949428.05793,0
68781,N0837,N0837_DE40I,node other,4573849.207755141,3366456.579235571,0
68782,GS-4388,DSO_0149,node other,4398885.388956,3005080.311004,0
68783,N0052,N0052_DE40C,node other,4584758.878918341,3258108.2084169807,0
68784,N0054,N0054_DE409,node other,4587051.576302341,3261037.149261871,0
68785,N0854,N0854_DE409,node other,4588507.585899541,3293177.736486571,0
68786,N0831,N0831_DE405,node other,4591170.313728841,3302710.443447971,0
68787,IN-0119,,node other,4216073.147353,2960442.004918,0
68788,N0856,N0856_DE409,node other,4589617.372783304,3271602.4904879266,0
68789,IN-0219,,node other,4216148.604141,2960481.332235,0
68790,IN-1447,,node other,4216402.669425,2960289.435854,0
68791,CS29_N00,,node other,4390207.75733503,3088277.790496542,0
68792,N0561,N0561_DEG0F,node other,4366280.997276868,3078750.6259815753,0
68793,CS29_N01,,node other,4390757.5568766175,3086721.921584256,0
68794,IN-1254,,node other,4136103.443259,3347434.088177,0
68795,CS29O,,node other,4392365.864144315,3088419.7340986407,0
68796,IN-0451,,node other,4135854.669085,3347546.161843,0
68797,N0646,N0646_DEG0C,node other,4342481.757681067,3083870.3362288754,0
68798,N0899,N0899_DEG0C,node other,4346972.262726967,3084172.8704653755,0
68799,IN-0102,,node other,4136002.341796,3347352.632661,0
68800,IN-1668,,node other,4137888.190211,3341102.932327,0
68801,IN-0404,,node other,4137769.930373,3341123.544009,0
68802,GS-2604,DSO_0592,node other,4309744.464584067,3077133.0400806754,0
68803,N0712,N0712_DEG0C,node other,4335358.393990568,3084570.5162524753,0
68804,IN-0460,,node other,4124145.496438,3371067.833393,0
68805,N0711,N0711_DEG0B,node other,4333969.645439668,3080561.4782510754,0
68806,N0651,N0651_DEG0C,node other,4347726.221619467,3078450.3810165753,0
68807,N0883,N0883_DEG0J,node other,4420440.753650921,3087657.311018133,0
68808,N0876,N0876_DEG0G,node other,4400147.408234621,3094386.334856833,0
68809,IN-0101,,node other,4148878.823322,3352103.098991,0
68810,N0887,N0887_DEG0G,node other,4406250.059484822,3095523.013800733,0
68811,GS-4005,DSO_1916,node other,4447747.493193221,3091297.374168533,0
68812,IN-1667,,node other,4137796.266371,3341190.93287,0
68813,N0667,N0667_DEG0C,node other,4336128.039507068,3087332.3094341755,0
68814,GS-4096,DSO_0138,node other,4289643.122919,3372215.117838,0
68815,N0661,N0661_DEG0B,node other,4332276.206777267,3085124.9066779753,0
68816,IN-0298,,node other,4290377.443229,3370729.187007,0
68817,IN-0100,,node other,4290517.31855,3370810.206402,0
68818,CS29I,,node other,4391010.471888394,3087786.0442127557,0
68819,IN-0099,,node other,4290371.56879,3370704.407702,0
68820,GS-4306,DSO_0135,node other,4478486.128122,2996876.176661,0
68821,IN-0109,,node other,4478595.698927,2995913.143157,0
68822,GS-4638,IND_0036,node other,4499008.360752,2952343.103269,0
68823,IN-1241,,node other,4563009.999958421,3240729.99997047,0
68824,GS-3226,DSO_0467,node other,4251626.72734,3069709.331473,0
68825,GS-3965,TPP_0048,node other,4562900.000023323,3240700.0000165645,0
68826,IN-0521,,node other,4482618.295135,2989687.198317,0
68827,IN-0103,,node other,4276471.561973,3052386.221126,0
68828,IN-0465,,node other,4276081.751325,3052227.505416,0
68829,IN-0104,,node other,4305927.611075,3073593.863584,0
68830,N0880,N0880_DEG0F,node other,4380903.935608721,3088878.5116869328,0
68831,IN-0464,,node other,4290996.176472,3022725.425869,0
68832,IN-0458,,node other,4306029.566317,3073699.913116,0
68833,N0698,N0698_DEG0B,node other,4329675.347666267,3080682.116951675,0
68834,GS-4443,DSO_0689,node other,4500634.494762,2951267.250123,0
68835,N0665,N0665_DEG0C,node other,4340523.699942768,3087803.6913825753,0
68836,CS-0002,FUEL_0004,node other,4135984.158905,3347578.304889,0
68837,IN-1477,,node other,4305604.943233,3074232.78152,0
68838,N0703,N0703_DEG0B,node other,4327749.9925984675,3081092.904211975,0
68839,GS-4513,DSO_0620,node other,4478420.694777,2996927.961215,0
68840,CS29_N03,,node other,4392364.479809318,3089505.1296595465,0
68841,GS-7234,DSO_0280,node other,4446075.765369,2850344.007811,0
68842,GS-7290,DSO_0278,node other,4441338.84246,2849247.10899,0
68843,IN-0232,,node other,4450347.68428,2853161.98324,0
68844,N0870,N0870_DEE05,node other,4469200.567126761,3168075.6234100778,0
68845,GS-7228,DSO_0288,node other,4448938.16244,2836581.448391,0
68846,N0850,N0850_DE40H,node other,4555907.195972761,3235745.840238478,0
68847,IN-0230,,node other,4456329.665649,2771378.181206,0
68848,N0852,N0852_DE40E,node other,4525589.3403030615,3225881.969354578,0
68849,N2123,N2123_DEE0E,node other,4493394.4181537945,3205900.2600109777,0
68850,GS-7294,DSO_0140,node other,4457475.835578,2790478.915527,0
68851,CS27_N04,,node other,4471900.900111424,3179600.2999489713,0
68852,IN-1711,,node other,4457559.167505,2790465.200328,0
68853,N0847,N0847_DE40C,node other,4586932.077884961,3263487.8055423778,0
68854,N0872,N0872_DED52,node other,4484966.478175714,3126899.5714059058,0
68855,GS-7205,DSO_0274,node other,4459308.788377,2798537.605003,0
68856,N0848,N0848_DE406,node other,4571747.268530761,3253374.7751797778,0
68857,N2119,N2119_DE40E,node other,4517540.609765745,3220886.5420186776,0
68858,GS-7252,DSO_0142,node other,4504982.175928,2765528.611698,0
68859,N2121,N2121_DE40E,node other,4509491.879228428,3215891.114682778,0
68860,CS28_N02,,node other,4476941.9998545805,3086266.0000135396,0
68861,IN-0248,,node other,4503733.943673,2767619.504494,0
68862,N0868,N0868_DEE01,node other,4477296.957079161,3195909.4053391777,0
68863,N2129,N2129_DEE0E,node other,4501443.148691111,3210895.6873468775,0
68864,IN-0115,,node other,4502152.357935,2759778.272701,0
68865,N2125,N2125_DEE01,node other,4485345.687616478,3200904.8326750775,0
68866,GS-7253,DSO_0155,node other,4501277.087124,2758940.474799,0
68867,GS-7240,DSO_0328,node other,4503937.175796,2767643.922979,0
68868,IN-0132,,node other,4499493.368932,2774789.202952,0
68869,IN-0310,,node other,4296283.164439,3356211.215021,0
68870,IN-0308,,node other,4286802.486,3369593.95857,0
68871,IN-0299,,node other,4296264.904684,3356018.564888,0
68872,IN-1318_1,,node other,4572568.254780377,3222921.3482807497,0
68873,CS-0041_1,FUEL_46,node other,4571884.691529435,3223554.1978775356,0
68874,GS-4057,IND_0119,node other,4289715.381482,3354992.16234,0
68875,IN-1358_1,,node other,4572143.141482727,3223819.395535811,0
68876,IN-1317_1,,node other,4572845.432023686,3223247.310396491,0
68877,IN-0168,,node other,4289479.101497,3372175.902651,0
68878,IN-1660,,node other,4296096.618356,3356075.404079,0
68879,IN-0309,,node other,4293360.875212,3386077.296185,0
68880,N8596,N8596_DED43,node other,4570107.765205458,3085772.7582913274,0
68881,N8606,N8606_DED2E,node other,4576489.412634958,3133922.9236620273,0
68882,IN-1665,,node other,4296321.594122,3356114.64707,0
68883,N8607,N8607_DE407,node other,4579070.547446758,3146279.4845016273,0
68884,N8599,N8599_DED2E,node other,4573372.700129558,3111429.5659643277,0
68885,IN-1664,,node other,4296224.517871,3356136.175943,0
68886,N8597,N8597_DED2F,node other,4571137.803057658,3092515.9431408276,0
68887,N8598,N8598_DED2F,node other,4572358.168336757,3101847.7234938275,0
68888,IN-0307,,node other,4286793.078481,3369644.6604,0
68889,N8608,N8608_DE407,node other,4581495.294456558,3165962.9716119273,0
68890,N8602,N8602_DE406,node other,4576571.728250458,3208619.0750781274,0
68891,IN-0128,,node other,4437736.813152,2851613.130939,0
68892,N8605,N8605_DED2E,node other,4575535.196484458,3123718.7237330275,0
68893,GS-0824,IND_0037,node other,4445764.011502,2857789.172449,0
68894,N8601,N8601_DED43,node other,4572084.150702758,3076627.8232321274,0
68895,IN-0129,,node other,4405805.326455,2838057.708243,0
68896,GS-7226,TPP_0007,node other,4437523.109167,2851607.864331,0
68897,GS-7233,DSO_0139,node other,4446921.838798,2850568.096808,0
68898,IN-1569,,node other,4137909.778155,3341188.097744,0
68899,GS-1487,DSO_2906,node other,4081177.192609,3088450.123848,0
68900,IN-0296,,node other,4156126.7404,3342506.413581,0
68901,GS-2245,IND_0679,node other,4083808.383642,3084125.878929,0
68902,IN-1820,,node other,4136136.808491,3347425.353308,0
68903,GS-1486,DSO_2903,node other,4083446.782449,3086834.775877,0
68904,IN-3350,,node other,4079063.358368,3081788.123711,0
68905,GS-1937,DSO_2908,node other,4081658.947605,3078328.131734,0
68906,IN-1819,,node other,4135947.190913,3347389.487143,0
68907,GS-1694,DSO_2909,node other,4083826.347984,3082925.186051,0
68908,IN-1255,,node other,4135932.865275,3347366.533924,0
68909,GS-1698,DSO_2901,node other,4079671.486442,3082061.67633,0
68910,CS-0025,FUEL_0003,node other,4135827.377883,3347519.917482,0
68911,IN-0091,,node other,4135667.531869,3347482.702177,0
68912,GS-1699,DSO_2904,node other,4083822.820112,3083162.804156,0
68913,GS-1700,DSO_2902,node other,4080603.029374,3083168.695788,0
68914,IN-0297,,node other,4135816.414516,3347273.862399,0
68915,GS-1697,DSO_2900,node other,4080950.563842,3083441.634113,0
68916,GS-1695,DSO_2898,node other,4087437.309361,3082980.523771,0
68917,GS-1696,DSO_2899,node other,4085183.982505,3082601.915791,0
68918,GS-3290,IND_0678,node other,4091975.857935,3153076.739353,0
68919,IN-0153,,node other,4156544.694866,3356202.584439,0
68920,IN-3388,,node other,4090621.336399,3155031.376337,0
68921,GS-0571,GPR_0001,node other,4122490.959792,3369118.172428,0
68922,IN-3387,,node other,4090609.296455,3155031.255213,0
68923,IN-0315,,node other,4125830.762059,3364684.592189,0
68924,GS-4127,DSO_0130,node other,4125518.616529,3364912.314459,0
68925,IN-3386,,node other,4090018.796313,3156494.17373,0
68926,IN-0092,,node other,4122869.829087,3363334.313719,0
68927,IN-0428,,node other,4317034.730314,2969849.778497,0
68928,IN-3385,,node other,4090023.50727,3156484.602184,0
68929,IN-1349,,node other,4316556.602564,2970277.653805,0
68930,IN-3459,,node other,4090620.960199,3155032.284551,0
68931,GS-2565,DSO_0496,node other,4314741.582784,2973590.816764,0
68932,GS-4348,DSO_0232,node other,4319169.332526,2969717.601303,0
68933,IN-3503,,node other,4099932.007586,3155767.673032,0
68934,GS-4404,DSO_0230,node other,4315765.464187,2965427.832535,0
68935,IN-0205,,node other,4316616.371298,2970002.023124,0
68936,IN-1442,,node other,4317034.276425,2969819.751908,0
68937,IN-3389,,node other,4089079.382156,3145744.476949,0
68938,CS-0013,FUEL_0034,node other,4316792.085881,2969867.87113,0
68939,IN-3390,,node other,4089085.367199,3145755.008418,0
68940,IN-1439,,node other,4316695.254234,2969779.981355,0
68941,GS-2237,IND_0676,node other,4074500.547635,3131440.747662,0
68942,GS-3138,DSO_2894,node other,4072656.052433,3133296.287173,0
68943,GS-4136,DSO_0131,node other,4279341.13332,3342682.177909,0
68944,GS-4391,DSO_0134,node other,4437747.989144,2986270.577563,0
68945,GS-3140,DSO_2892,node other,4076866.975964,3130735.416133,0
68946,GS-2238,IND_0675,node other,4075043.64804,3130820.291912,0
68947,GS-3139,DSO_2895,node other,4074779.521524,3131132.603715,0
68948,GS-4398,DSO_0145,node other,4437268.205677,2988981.399705,0
68949,IN-0106,,node other,4478892.919205,2996175.444245,0
68950,IN-0105,,node other,4478768.182277,2995883.38014,0
68951,GS-2715,DSO_0488,node other,4205253.054464,2985435.705812,0
68952,GS-2317,TPP_0125,node other,4088444.578876,3141812.837614,0
68953,IN-0110,,node other,4436492.159706,2989140.633455,0
68954,GS-3321,IND_0674,node other,4080663.407739,3137834.913938,0
68955,GS-4536,DSO_0147,node other,4438112.363635,2994024.791895,0
68956,IN-0478,,node other,4435410.879987,2988943.239932,0
68957,IN-3381,,node other,4067658.21784,3137673.326867,0
68958,IN-0107,,node other,4206591.528449,2982505.402767,0
68959,IN-0144,,node other,4212365.606516,2966002.913609,0
68960,IN-0141,,node other,4209997.051533,2973384.847693,0
68961,IN-3463,,node other,4099728.256372,3143907.231217,0
68962,GS-3384,IND_0673,node other,4087783.774201,3142236.199326,0
68963,IN-0442,,node other,4206116.165308,2984370.537275,0
68964,GS-2758,DSO_2889,node other,4087743.620756,3142270.121693,0
68965,GS-2987,DSO_2885,node other,4099556.016127,3141526.489877,0
68966,GS-4535,DSO_0133,node other,4438011.647635,2994092.190717,0
68967,GS-2980,DSO_2886,node other,4100907.81927,3141884.338117,0
68968,IN-0108,,node other,4436642.368456,2989132.140916,0
68969,IN-3392,,node other,4099719.582666,3143912.95496,0
68970,GS-1946,DSO_2888,node other,4068291.751353,3136817.939932,0
68971,GS-2706,DSO_0136,node other,4206456.384358,2982491.430034,0
68972,CS-0024,FUEL_0026,node other,4125979.912573,3364795.854567,0
68973,IN-0316,,node other,4126197.051046,3364484.669268,0
68974,GS-4130,DSO_0132,node other,4278766.307516,3335908.938621,0
68975,IN-3379,,node other,4099487.581675,3142238.826045,0
68976,IN-1247,,node other,4126191.648662,3364714.902075,0
68977,IN-0284,,node other,4279417.539753,3342519.823935,0
68978,GS-4122,DSO_0395,node other,4279319.403466,3342743.34928,0
68979,GS-4084,DSO_0374,node other,4301331.650958,3408255.005953,0
68980,IN-3378,,node other,4080407.005493,3136195.686524,0
68981,IN-3376,,node other,4079654.565674,3136711.537827,0
68982,IN-0094,,node other,4303397.377696,3418467.996724,0
68983,CS-0028,FUEL_0023,node other,4255176.777418,3324392.205634,0
68984,IN-3424,,node other,4102176.39788,3091053.045075,0
68985,IN-1357,,node other,4255258.785828,3324367.616193,0
68986,IN-3425,,node other,4102175.732338,3091052.293877,0
68987,IN-0302,,node other,4279348.200031,3342487.144036,0
68988,GS-1796,DSO_2881,node other,4100741.195588,3094033.536442,0
68989,IN-3516,,node other,4076282.941144,3145759.452026,0
68990,IN-1221,,node other,4255311.191864,3324283.218151,0
68991,IN-3412,,node other,4076287.280528,3145751.110486,0
68992,GS-0551,blending_0003,node other,4255306.315127,3324408.264596,0
68993,IN-0093,,node other,4275838.918986,3339213.091797,0
68994,IN-0301,,node other,4255289.875561,3324359.072637,0
68995,IN-0304,,node other,4255153.605161,3324464.635779,0
68996,IN-1774,,node other,4212713.798112,2942355.180262,0
68997,IN-0962,,node other,4212627.018677,2941765.661556,0
68998,GS-2356,DSO_0195,node other,4213131.896858,2949273.350707,0
68999,IN-1775,,node other,4212642.85267,2942024.610832,0
69000,GS-6448,IND_0253,node other,4626938.66804,3165468.369418,0
69001,IN-0581,,node other,4437594.964206,3239675.738498,0
69002,IN-0087,,node other,4631548.690742,3174126.30091,0
69003,GS-6813,DSO_0122,node other,4631561.254271,3174023.488025,0
69004,IN-3207,,node other,4110557.890838,3101648.963808,0
69005,IN-0085,,node other,4569666.475246,3117880.244417,0
69006,IN-0782,,node other,4569426.599837,3117918.488505,0
69007,GS-2751,DSO_2942,node other,4110547.980988,3101642.020934,0
69008,IN-1692,,node other,4568318.566566,3121549.751582,0
69009,GS-6441,IND_0033,node other,4572381.987667,3117407.251622,0
69010,IN-3067,,node other,4277532.063405,3247835.250252,0
69011,GS-6820,DSO_0784,node other,4572204.346036,3117877.556298,0
69012,IN-3103,,node other,4108928.527892,3165422.222854,0
69013,IN-0122,,node other,4213189.033439,2958948.466703,0
69014,IN-0409,,node other,4212776.681811,2942359.905706,0
69015,IN-0781,,node other,4560050.991001,3097032.954158,0
69016,GS-0980,DSO_2944,node other,4118336.220856,3101518.778194,0
69017,GS-6559,DSO_0125,node other,4488039.396984,3416617.693157,0
69018,IN-3208,,node other,4110547.637992,3101654.283912,0
69019,IN-0086,,node other,4471782.698854,3415589.276662,0
69020,GS-2498,DSO_2940,node other,4104567.321137,3117677.527497,0
69021,GS-6488,TPP_0053,node other,4580854.884723,3109699.417204,0
69022,GS-6438,IND_0032,node other,4580580.058889,3110143.716697,0
69023,IN-3239,,node other,4116617.11989,3102940.957892,0
69024,GS-6823,DSO_0118,node other,4579268.925379,3112166.257778,0
69025,GS-6839,DSO_0785,node other,4576032.220679,3114191.997483,0
69026,GS-1648,DSO_2941,node other,4072150.865013,3154903.551173,0
69027,IN-0541,,node other,4572394.404823,3105970.963751,0
69028,GS-3343,IND_0681,node other,4104230.556992,3152392.915007,0
69029,GS-6821,DSO_0120,node other,4572789.329933,3116354.58525,0
69030,IN-3206,,node other,4110548.091949,3101643.018566,0
69031,IN-0542,,node other,4572923.427009,3115082.047165,0
69032,IN-1938,,node other,4571386.125752,3153714.031336,0
69033,IN-0741,,node other,4570917.473496,3153699.934351,0
69034,GS-1502,DSO_2932,node other,4075084.265236,3071774.706998,0
69035,GS-6408,BIO_0010,node other,4566457.991036,3152202.143306,0
69036,GS-1506,DSO_2931,node other,4074866.181745,3068984.139074,0
69037,IN-0534,,node other,4570954.12983,3153553.228465,0
69038,IN-0527,,node other,4561559.775132,3427388.251139,0
69039,GS-3107,DSO_2939,node other,4119901.399585,3079769.017855,0
69040,IN-1937,,node other,4571583.865296,3153475.571373,0
69041,GS-6883,DSO_0797,node other,4572674.620087,3155790.534532,0
69042,GS-1504,DSO_2934,node other,4072626.055385,3074581.770745,0
69043,IN-3354,,node other,4075251.719816,3075507.89909,0
69044,GS-1938,DSO_2928,node other,4078067.395955,3074677.342318,0
69045,GS-4091,DSO_1906,node other,4293600.234614,3470723.668244,0
69046,GS-1935,DSO_2926,node other,4078605.019957,3073947.587181,0
69047,GS-1939,DSO_2929,node other,4080259.273432,3075003.789156,0
69048,GS-4352,DSO_0634,node other,4267439.792914,2963611.406978,0
69049,GS-1501,DSO_2927,node other,4075563.271582,3077397.634763,0
69050,IN-0418,,node other,4261183.432433,2960312.038359,0
69051,GS-4133,IND_0034,node other,4287488.166385,3353152.510224,0
69052,IN-0098,,node other,4287812.303966,3350122.994713,0
69053,GS-4132,DSO_0137,node other,4287839.883621,3352960.347206,0
69054,IN-3355,,node other,4074236.067867,3070866.055558,0
69055,GS-1505,DSO_2930,node other,4072928.15538,3070376.44661,0
69056,IN-0300,,node other,4290407.988672,3352380.114636,0
69057,IN-3373,,node other,4115794.006398,3232481.992727,0
69058,GS-4331,DSO_0128,node other,4280362.098937,2967255.257146,0
69059,IN-3372,,node other,4115793.860491,3232481.775981,0
69060,IN-1443,,node other,4316696.14892,2969819.015633,0
69061,IN-3371,,node other,4115793.714584,3232481.559236,0
69062,IN-1444,,node other,4316791.978541,2969822.830818,0
69063,IN-3367,,node other,4045564.140314,3091868.504436,0
69064,GS-4359,DSO_0129,node other,4316633.419213,2969999.895999,0
69065,GS-1503,DSO_2924,node other,4073810.704623,3074565.11358,0
69066,IN-0452,,node other,4316772.750116,2969888.682998,0
69067,GS-1500,DSO_2925,node other,4074553.255551,3075485.960054,0
69068,IN-0326,,node other,4303191.693608,3418562.796599,0
69069,GS-2226,IND_0680,node other,4073028.758687,3074629.018243,0
69070,IN-0303,,node other,4300922.583987,3411615.730551,0
69071,GS-1499,DSO_2933,node other,4074093.549509,3073177.415441,0
69072,IN-0286,,node other,4303620.28246,3418455.604863,0
69073,GS-1483,DSO_2913,node other,4091789.551172,3089799.534658,0
69074,IN-0095,,node other,4306566.346975,3425787.648402,0
69075,GS-1484,DSO_2919,node other,4090514.597273,3089404.554919,0
69076,IN-3347,,node other,4094274.112189,3085812.1982,0
69077,GS-4085,DSO_0127,node other,4306647.640073,3425908.702429,0
69078,CS-0017,FUEL_0002,node other,4305965.810444,3426036.448971,0
69079,GS-1480,DSO_2915,node other,4088361.708693,3090379.083469,0
69080,GS-4086,DSO_0415,node other,4316166.716366,3442919.497808,0
69081,GS-2327,TPP_0126,node other,4107187.20953,3103804.563703,0
69082,IN-1248,,node other,4306177.232597,3425744.887762,0
69083,IN-1228,,node other,4306131.569983,3426424.199398,0
69084,GS-1488,DSO_2918,node other,4090149.381514,3090202.983429,0
69085,GS-1936,DSO_2921,node other,4083419.09557,3077848.469627,0
69086,IN-0137,,node other,4278212.899464,2967803.819961,0
69087,IN-3356,,node other,4082247.781027,3077293.433268,0
69088,IN-0096,,node other,4316676.61414,2969860.402021,0
69089,IN-3352,,node other,4072995.525805,3077674.831101,0
69090,IN-0576,,node other,4425671.642415,3235731.306872,0
69091,GS-1497,DSO_2907,node other,4068068.093253,3076562.789155,0
69092,GS-6612,DSO_0123,node other,4444370.38461,3239430.406421,0
69093,IN-3357,,node other,4081781.762981,3078112.263805,0
69094,GS-6610,DSO_0849,node other,4438780.29146,3241495.396019,0
69095,IN-3353,,node other,4075329.873678,3077497.296081,0
69096,IN-1239,,node other,4436782.513913,3238519.536665,0
69097,GS-1044,DSO_2916,node other,4088624.920244,3090478.670666,0
69098,GS-0602,BIO_0022,node other,4508608.754027,3425488.846249,0
69099,GS-1479,DSO_2911,node other,4088811.369279,3090335.488491,0
69100,GS-1481,DSO_2912,node other,4089088.204241,3090122.973047,0
69101,IN-0888,,node other,4488498.042668,3416815.533177,0
69102,IN-0827,,node other,4471110.218378,3415185.688897,0
69103,GS-1482,DSO_2917,node other,4089363.801706,3090360.921516,0
69104,GS-6904,DSO_0124,node other,4449077.272442,3239617.329069,0
69105,GS-6733,DSO_0803,node other,4548817.141176,3140374.444149,0
69106,IN-0080,,node other,4455476.672138,3422179.764349,0
69107,IN-0079,,node other,4461345.292947,3417002.299721,0
69108,GS-6831,DSO_0112,node other,4556731.986273,3138123.132639,0
69109,GS-6881,DSO_0799,node other,4563721.869693,3151209.99599,0
69110,GS-6536,DSO_0113,node other,4463029.52462,3414824.590276,0
69111,GS-0603,BIO_0013,node other,4463670.869264,3413683.33352,0
69112,GS-6927,DSO_0114,node other,4459734.287413,3439207.645221,0
69113,GS-6560,DSO_0116,node other,4563115.427691,3425463.451961,0
69114,IN-0135,,node other,4561873.757211,3426999.700724,0
69115,GS-6561,DSO_0115,node other,4564106.160765,3422614.005132,0
69116,GS-6419,BIO_0002,node other,4564180.874974,3422399.153021,0
69117,GS-4604,IND_0167,node other,4336636.634499,3023542.232349,0
69118,GS-4607,IND_0030,node other,4337872.702574,3023388.13713,0
69119,GS-4603,IND_0031,node other,4336987.648172,3022563.159512,0
69120,IN-0473,,node other,4336499.736371,3022262.93248,0
69121,IN-0180,,node other,4336247.269402,3022141.952856,0
69122,GS-6906,DSO_1200,node other,4459191.167526,3449013.419313,0
69123,GS-6471,TPP_0046,node other,4456882.806838,3448482.69978,0
69124,GS-6469,TPP_0004,node other,4456959.039936,3448121.26367,0
69125,GS-6470,TPP_0003,node other,4457188.051698,3448305.545961,0
69126,IN-0895,,node other,4454818.268159,3444755.782405,0
